"pr_id","pr_model_code","pr_model_name","pr_star","pr_market","pr_write_id","pr_upload_date","pr_title","pt_text","pr_url","pr_valid"
"11","A2221","iphone11","5","11번가","jos******","2020-07-16",\n,"4시 전에 주문하니 담날 받았어요. 
1년도 안되서 6s 배터리 불편하기 시작해서 올해 se2만 기다렸는데 막상 출시한 후 보니 배터리용량이 작고 이래저래 내가 원하는 조건이 아니라 11 노란색 눈독들이다 가격 때문에 xr코랄로.. 어차피 사용하는데 저한텐 별차이가 없어서ㅋㅋ 
64g 주문했는데 주문한색은 품절이라는 연락받고 이왕이면 코랄색이 하고싶어 추가금 더 내고 128 코랄로 받았어요. 
배터리 100%, 외관도 깨끗, 새제품이네요. 
리퍼제품이라해서 예민했던지 이런저런 현상에 깜놀하기도 했지만 검색해가며 해결했구요. 
지금 일주일 지난것 같은데 만족하며 쓰고 있어요. 
사진앱 사용후에도 1~2%만 떨어지는게 신기하네요. 넘 오랫동안 광탈현상에 익숙해져 있어서ㅡ.ㅡ 
할부 이런거 싫어해서 완납하고 쓰니 좋네요. 
담에도 구매하게 되면 여기서 구매할까합니다.","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19761027&trTypeCd=PW08&trCtgrNo=585021","Y"
"12","A2221","iphone11","5","11번가","mys********","2019-12-17",\n,"대구인데도 12신가 주문하고 4시잉가 받앗어요ㅋㅋㅋ 
겁나 빠름... 
문제는 ㅠㅠㅠㅠㅠㅠㅠㅠ 
sk페이 22개월한지 알앗는데 
일시불되버려서... 개통한상태에서는 
어떻게할수가없다네요ㅠㅠㅠ 취소하고 새로하는것도 안대구ㅠㅠㅠㅠㅠㅠ 
결국 카드사로해서 12개월하니 이자만 겁나 내게 생김 ㅠㅠ 
카드 할부하시는분 정말잘보세요ㅠㅠㅠ 
sk가입신청적고 머이래저래 한다고 할부한지 알고 걍 넘겻나바요ㅠㅠ 머 내잘못......... 
슬프도다ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 
싸게 사려고 이래저래 본건데 결국 기계 본 가격 보다 더 비싸게 산것임 ㅠㅠㅠㅠ흑흑흑 
폰 성능이야 말할것도 없고 사진 개대박. 
액정필름이랑 투명 케이스는 같이주네요 
다행이도ㅎㅎㅎㅎ 
할부하시는분 결제할때 정말 잘보세요 
그게 젤 중요한듯 ㅠ.ㅠ","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19761067&trTypeCd=PW08&trCtgrNo=585021","Y"
"13","A2221","iphone11","5","11번가","eun******","2020-04-16",\n,"선거일이 끼여서 하루 늦었지만 아침일찍 가져다주셔서 점심시간까지 기다리느라 애먹었네요ㅠㅠ 
 
투명케이스랑 보호필름 동봉되어왔구요. 개통도 유심꽂자마자 알아서 착착 자동으로 다 옮겨가고 세상 좋아요~~ 
 
6s쓰다가 넘어가서 아직 페이스 아이디가 좀 어색한데다가 마스크때문에 불편해요ㅠㅠ 마스크끼고도 할수있다고는 하는데 전 잘 안되네요 ㅎㅎ 
 
카메라도 아직 공부 좀 더해야겠지만 일단 좋아요 ㅋㅋㅋㅋㅋ 애지중지 비싼폰 아껴써야겠어요^^ se2가 24일에 나온다는 소리도 있던데 ㅎㅎㅎㅎ 고민은 했겠지만 결국은 프로샀을거같아요 전 만족합니다앙 예뻐예뻐 
 
아 그리고 그린색은 우째보면 그레이로 보이기도하구…일단 내만족ㅋㅋㅋ그립감 좋아요 착감김 잘쓸게요~~싸게팔아줘서 고마워요~~","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19761067&trTypeCd=PW08&trCtgrNo=585021","Y"
"14","A2221","iphone11","5","11번가","cof*********","2020-01-08",\n,"일단 하루라도 빨리 출고해주셔서 진심 감사드립니다. 
 
11번가에서 다른 리퍼폰업체는 연락도 잘 안되고 시간이 3일이나 지나도 답도 없었거든요 전화 연결도 힘들고., 
 
여기는 전화연결도 잘 되구요 최대한 맞춰준다는 느낌? 
중고폰 많이 사보지만 리퍼폰.. 특히나 아이폰은 첨인지라 좀 신경이 쓰였거든요 
 
배송도 꼼꼼히 보내주셨구요 박스안에서 소리가 나서 머지 했는데 사은품 소리 였어요 
 
제짝은 아니지만 아이폰 박스에 주셔서 더 감사합니다. 
 
어제 오늘 풀로 쓰는데 배터리도 오래가구요 
리퍼 두달 남았지만 큰 문제 없을것 같구요 
 
사은품 무선충전기도 벌열없이 잘 되구요 
필름도 좋은거 주신것 같아요 
 
너무 감사합니다. 
많이 파세요..","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19845697&trTypeCd=PW08&trCtgrNo=585021","Y"
"15","A2221","iphone11","5","11번가","S|5**************","2020-09-05",\n,"우선 배송은 태풍이랑 겹쳐서 그런지는 몰라도 좀 걸렸어요 택배 여니까 폰마블 박스가 있었고 폰을 봤습니다. 
S급이 없다해서 a급으로 주문했는데 너무 만족입니다 어디가 흠집이 있는거지 하고 봤는데 오른족 하단에 두개 정도 있더군요. 근데 전혀 거슬리지않아요 진짜 외관은 정말 만족입니다. 다음은 배터리입니다 90퍼 이상으로 왔으면 좋겠다고 생각했는데 아쉽게도 87퍼 더군요 그래도 나쁘지 않았습니다. 중고폰을 사는게 처음이라서 많은 걸 의심하고 확인했는데 별 문제가 없어요! 정말 만족합니다. 문의를 넣으면 답장이 조금 시간이 걸렸지만 친절하게 알려주셨습니다. Xs를 실제로 보고 산개 아니라서 솔직히 후회합니다 11살껄.... 그래도 만족합니다 뽑기 성공인거 같네요!","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19761027&trTypeCd=PW08&trCtgrNo=585021","Y"
"16","A2221","iphone11","5","11번가","mod******","2019-12-02",\n,"오후1-2시 사이에 구입했고 오늘 저녁7시쯤 바로 받아서 
8시 개통완료 했습니다 5년만에 새로운 아이폰으로 바꿔서 
그런지 신세계네요 블루투스로 기존폰의 데이타가 모두 
옮겨져서 새폰인데도 익숙한 느낌? 
단 얼굴인식 풀리는건 적응 안되요 ㅠㅠ 
배송 빨랐구요 개통도 빠르고 젤리케이스 액정필름 
다 있어서 좋았어요 12퍼 카드할인받고 22개월 무이자할부 
하고 24개월 약정할인에 온가족할인 중복 할인까지 
할인 알뜰하게 받아서 기분 좋습니다~ 
짙은그린 매력있어요 제가 기존에 아이폰플러스 사용자라서 
프로 액정이 작을까 했는데 괜한 걱정이였어요 충분히 큼니다 
프로맥스보단 제손엔 프로가 딱이네용 
잘쓰겠습니다 많이 파세요 ^^","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19761067&trTypeCd=PW08&trCtgrNo=585021","N"
"17","A2221","iphone11","4","애플 공식 브랜드스토어","plum****","2020-09-26","추석연휴 전 주라 배송이 좀 느리긴했네요 - 그래도 콜센터에서 전화와서 기분좋게 기다렸구요, 취급주의 상품인데 뽁뽁이 봉지로 한겹 쌓여져있는게 전부라 (상자안에 충전제를 넣는 등)","추석연휴 전 주라 배송이 좀 느리긴했네요 - 그래도 콜센터에서 전화와서 기분좋게 기다렸구요, 취급주의 상품인데 뽁뽁이 봉지로 한겹 쌓여져있는게 전부라 (상자안에 충전제를 넣는 등) 조금 더 신경써주시면 좋을것 같아요 - 제품은 19년 10월 제조라고 설명되있지만 20년에 나온 제품으로 받았구요, 처음에 소프트웨어 안되서 하루 애먹었지만 다행히 잘 해결되었습니다 - 같이 보내주신 코끼리 강화필름 셀프로 잘 붙였고, 막 사용하기 시작해서 발열은 어쩔 수 없는것 같아요 ㅎㅎ 아이폰7에서 바꾼거라 홈버튼 없고 화면 커진거랑 캡쳐 등 바뀐부분에 조금 익숙해져야 할 것들은 차차 나아지겠죠 ^^;; 아이폰11pro 늦은 막차 탔지만 너무 만족합니다 -","https://search.shopping.naver.com/catalog/20858385976?NaPm=ct%3Dkmobnkiw%7Cci%3D87bcdbbd94eb27a3dc52aebf592c80839d71a2de%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Db2894d5b4f843b2b287356ff24b7aedb5ee0577e","Y"
"18","A2221","iphone11","3","11번가","hae*******","2019-11-06",\n,"기대하고 기대하던 아이폰11 드디어 받았습니다, 
자랑할만한 기능인 마이그레이션기능때문에 산 아이폰 11이었지만 사진처럼 계속 용량이 부족해서 마이그레이션이 안된다는 오류가 뜨더군요, 기존폰은 128기가 새폰은 256기가였는데말이죠..검색해보니 이러한 오류가 종종 보이는분들이 있던데 폰을 몇번 껐다켰다 해본니 되더라.. 라고 해서 이틀동안 폰을 스무번을 껐다 켜고 마이그레이션을 시도했지만 되지 않았습니다. 애플 서비스센터에 방문해보았는데 알수없는 오류라고 해결방법이 없다고 하더군요 리퍼도 안된다고 하고요. 아무래도 뽑기를 잘못한것같습니다 결국 데이터 하나도 못옮겼어요...... 기대하고 산 제품인데 실망이 컸습니다 ㅜㅜㅜ","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19761067&trTypeCd=PW08&trCtgrNo=585021","Y"
"19","A2221","iphone11","5","11번가","mys***","2020-11-30",\n,"대리점 구매시 카드할인, 요금제 강요,약정 등등 불편한 내용이 생겨서 처음으로 자급제폰 구매하였습니다. 
 
정품보다 리퍼폰이라 가격은 저렴하고 
중고폰 보다는 안전하고 
누군가 개통하지 않은 폰이라 기대가 되더라고요. 
 
우선 폰 박스는 제가 주문한 제품 아이폰 11 박스는 아니였어요. 
그래도 제품은 밧데리 최대용량 100프로인 새 것 같은 핸드폰이 왔네요. 
주문하고 바로 배송왔구요. 
전날 확인 문자도 왔어요. 
 
혹시나 사기는 아닐까 하는 고민이 날아 가더라고요. 
딸이 원하는 아이폰을 몇십만원 저렴하게 구매하서 좋고요. 
제 핸드폰 바꿀때도 다시 방문 해보려 합니다. 
감사합니다~","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19761027&trTypeCd=PW08&trCtgrNo=585021","Y"
"20","A2221","iphone11","3","11번가","myk****","2020-01-10",\n,"제품은 마음에 들고 기변인데 대리점 가지 않고 바로 개통할 수 있어 편리하고 간편합니다. 다만 배송이.. 화요일 저녁에 주문했는데 금요일 오후에 받았고 열어보니 날씨가 추워서 습기가 차 있더라구요ㅠㅠ 맴찢... 기기금액이 한두푼 짜리도 아닌데 택배기사님은 현관 앞에 물건 두고 그냥 가셨습니다..^^.. 참.. 잃어버리면 어쩌시려고.. 다른분은 지방이라도 일찍 왔다고 하던데.. 저는 가입이력확인? 하는데만 반나절이 걸렸고 배송도 꼬박 이틀이 걸렸으며 현관 앞에 두고간 박스를 뒤늦게 전화받고 찾아갔습니다. (심지어 집에 있는데도 그냥 놓고 가심) 그게 조금 불안했고 불편했지만 그래도 상품은 만족합니다.","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19761067&trTypeCd=PW08&trCtgrNo=585021","N"
"21","A2221","iphone11","5","하이마트쇼핑몰","c*9*****","2020-03-10","어떤 카드 이벤트를. 하냐에 따라 ","어떤 카드 이벤트를. 하냐에 따라 다르긴 하지만 얼마 차이는. 안납니다. 그런데 애풀은 쿠폰 적용이 안되네요. ㅠㅠ 어쨌든 택배 기사님을 덕분에 편히 물품 받아봅니다 제품은. 11은 크기가 크네여 프로와 달리 유에스비 타입 충전기고요 기존에 쓰던 아이폰6가 너무 용양부족으로 버벅거려 구입했는데. 크기 차이로 적응 중이지만 큰만큼 눈에 들어오는 것도 시원합니다다만. 기존 폰이. 오래되서 그런지 마이그레션이 안 되네요수동으로 다시 어플 깔기 좀 힘듭니다먼 만족합니다. 새 제품이라. 그렇겠지만 속도는 빠릅니다. 그렇지만 정말 빠르다는 것은 체감은 못하겠어여  색상은 이번엔 레드로 해봤는데 예쁘네요","https://search.shopping.naver.com/catalog/20858274131?NaPm=ct%3Dkmobnp5k%7Cci%3D92831164a2714a472de6eb095bb5480564d536aa%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Df0ad128ca5f8d88208e576199f26667bb72c6c55","Y"
"22","A2221","iphone11","5","11번가","myn******","2020-01-15",\n,"배송이 정말 빨랐구요 
궁금한점 채팅으로 문의했는데 친절하게 그리고 바로 칼답변해주셔서 정말 좋았습니다 
전날까지만해도 실버가 없어서 문의글올렸는데 다음날 입고가되서 바로 신청했어요 
제가 꼼꼼하지 못한편이라 불량발견을 못한건지는 몰라도 우선 양품받은거 같아서 매우 만족합니다 
스크 기변은 여기가 15퍼 할인에 티멤버십 마넌도 쓸 수 잇어서 제일 싼거 같아요 
사은품으로 주신 젤리케이스 감사해요 xs랑 액정 크기가 같아서 주문한 필름이랑 케이스 올 동안 친구 xs필름 붙이고 젤리케이스 끼고있네요ㅋㅋ 
아주만족합니다 판매자님 많이파세용","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19761067&trTypeCd=PW08&trCtgrNo=585021","N"
"23","A2221","iphone11","4","11번가","won*******","2020-12-20",\n,"화이트로 주문했는데 검수시 불량이 있어서 그린으로 교환되어 배송 받았어요. 크리스마스라 그런지 포장을 넘나 센스있게 보내주셔서 기분 좋았네요. 
 
도착하고 확인하니 배터리 잔량은 92%로 나쁘지 않았구요~ 
놀랍게도 S급 샀는데 외관 기스가 진심 하나도 없어서 그 점이 매우 만족스러워용ㅋㅋ 
 
그리고 교환문제로 걸려온 전화 안내가 친절하셔서 불쾌감이 없었거요. 타업체에 비해 비교적 높은 배터리 잔량 맘에 듭니당ㅎㅎ 
 
사은품은 투명케이스, 액정 필름, 충전 케이블이 왔고 
액정필름은 진짜 일반 얇은걸로 온게 조금 아쉽네요.","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19761027&trTypeCd=PW08&trCtgrNo=585021","Y"
"24","A2221","iphone11","4","11번가","bro***","2019-10-02",\n,"리퍼폰이라 그런지 새폰같네요 ^^ 
 
아이폰7쓰다가 xs로 넘어오니 신세계가 따로 없네요 ^^ 
 
적응하는데는 좀 걸릴꺼 같지만 ... 
아이폰을 계속 사용해서 그런지 어려움이 없네요 ~ 
 
조금 아쉬운점은 8월에 리퍼해서 출고한 폰이라 그런지 보증기간이 11월 만료라 한달 밖에 안남았네요 ;;; 
 
뭐 그래도 국내 언락폰이다 보니 대리점 가서 등록할 필요없이 기존 유심꽃아서 재부팅 몇번 하니 자동으로 통신사 전산에 등록되네요 ㅎㅎㅎ 
 
당분간 폰 바꿀일없이 오래쓸껏 같네요 ~ 
 
그럼 많이 파세여 ~ !!","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19845697&trTypeCd=PW08&trCtgrNo=585021","N"
"25","A2221","iphone11","5","11번가","pp0****","2021-02-24",\n,"아들폰이라,,,아이폰은 좀복잡하네요 먼저구경좀하려다가 포기,,,,폰은깨끗하고 이뻐요,, 
아직 기능은 확인을못했어요,,배송이 후기글 보다는 좀늦고 이렇다저렇다 먼저답도없고 준비중만 며칠,,전화해도 담당자없다하고 이런점만아니면 좋았을걸,,질문게시판도 제글만 건너뛰고,,좀늦어질거라고 먼저답글좀 달아줬음좋았을걸 그게좀아쉽네요,,괜히 재고가없어서 공수하나,,없으면 있는제품으로변경하려는데 바로통화도안되고,,질문답도 바로안달리고 그것땜, 별세개드려요,,제품은 좋을거라 믿어요,,하자가발견됨 슬플것같네요,,다음에 구매하러오면 그땐 잘부탁드립니다,,","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19761027&trTypeCd=PW08&trCtgrNo=585021","N"
"26","A2221","iphone11","5","애플 공식 브랜드스토어","dpdn****","2021-01-07","한달동안 사용해 보면서 너무 너무 만족하면서 사용하고 있어요!!!! 아이폰은 흔히 뽑기라고 하죠... 그래서 더 신뢰가 가는 애플 정식 온라인 스토어에서 구매한 것인데 흔히 있다는","한달동안 사용해 보면서 너무 너무 만족하면서 사용하고 있어요!!!! 아이폰은 흔히 뽑기라고 하죠... 그래서 더 신뢰가 가는 애플 정식 온라인 스토어에서 구매한 것인데 흔히 있다는 화면 깨짐..? 색이 다르게 보이는 부분 이런 것도 없었고 배터리도 상태 좋아요!! 어제 3시경 완충하고 현재 약 22시간 정도 사용 했는데 배터리가 59%나 남아 있어요!! 배터리 하나는 정말 빵빵한 듯 하네요 ㅎㅎ 그리고 같이 배송해주신 강화유리도 정말 좋아요! 제가 폰을 좀 자주 떨어뜨리는 편인데 깨지지도 않고 기스도 잘 안 나서 화면이 아주 깨끗하게 보여요","https://search.shopping.naver.com/catalog/20858385976?NaPm=ct%3Dkmobnkiw%7Cci%3D87bcdbbd94eb27a3dc52aebf592c80839d71a2de%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Db2894d5b4f843b2b287356ff24b7aedb5ee0577e","Y"
"27","A2221","iphone11","5","11번가","lov******","2019-12-19",\n,"벼르고 벼르다가 드디어 구매! 
실버 사고싶었는데 몇날 며칠을 기다려도 
실버는 들어올 생각없고ㅠㅠ 그래서 결국 골드로 구매했어요 
아이폰6 5년 가까이 쓰다가 넘어왔는데 
홈버튼 없어도 불편함 1도 모르겠고 완전 좋아요 
빠르고 크기도 시원시원하게 크고 
가격이 깡패인것만 빼면 다 좋아요 
그래도 오프라인에서 살때보다는 카드할인이라는게 있어서 좋아요 
 
유심재사용이라 유심만 끼우면 개통된다했는데 
안되서 문의남기고 그게 좀 불편...!! 
여튼 아이폰은 진리라 빨리 살걸 
고민한 시간들이 아깝네요","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19761067&trTypeCd=PW08&trCtgrNo=585021","Y"
"28","A2221","iphone11","5","11번가","ki******","2020-07-09","최고예요","아이폰 11 64GB - 그린  주문했어요.   품질 - 새 제품인지 중고제품인지는 제 능력상 확인 못하겠어요. 근데 새것과 완전 똑같아요. 겉비닐도 제가 뜯었는데,...... 뜯다보니... 조심스럽게 뜯으면 재사용이 가능한 비닐같기도 해요. 그래도 몇 만원 싸게 샀으니 만족해요. 가격 최고 - 애플 공홈보다 5%정도 싼 것 같아요. 배송 보통 [주문은 월 - 상품도착은 수] 택배사 최악 - 고가 기기 특성 상 무인택배함에 넣어달라고 문자했는데도 불구하고 택배 아저씨 자기 마음대로, 전화도 없이, 대문앞에 두고 갔네요.","https://search.shopping.naver.com/catalog/20858274131?NaPm=ct%3Dkmobnp5k%7Cci%3D92831164a2714a472de6eb095bb5480564d536aa%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Df0ad128ca5f8d88208e576199f26667bb72c6c55","N"
"29","A2221","iphone11","5","11번가","99o****","2020-07-09",\n,"와이프가 사용하는 아이폰6s가. .배터리가. .넘 빨리 닳는다구. .징징대길래며칠동안. .이리저리. .찾아보다가. .여기서 주문했습니다. .주문담날 바로 도착했구요. . 외관도 배터리성능도 100%. .며칠동안 눈팅한시간이 아깝네요. . 
와이프도 이쁘다고. .좋아라합니다. .쌍둥이딸들이 부럽다고. 하길래. .너거는 중학교 가면 아이폰으로 바꿔준다고. .제아이폰8플도. .성능이 떨어지면. . 
또 여기서 구매하겠습니다. . 
사은품도 많이.보내주시고. .감사합니다. . 
사업번창하시고. .행복한하루되세요^^","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19761027&trTypeCd=PW08&trCtgrNo=585021","Y"
"30","A2221","iphone11","5","11번가","a0a******","2019-12-15",\n,"구매전 실버와 스그 사이에서 고민했었는데 
예쁜게 좋으면 실버 멋진게 좋으면 스그라는 말에 
잘생긴 남친보는 기분을 위해 스그를 구매했어요(전 여자입니다) 
야간모드를 매우 기대하며 구매하였고 몹시 만족중이예요(고스트현상?은 나름 느낌있다며 긍정적 생각중입니다) 
기존 아이폰 사용자에 기변으로 구매하였기 때문에 개통할땐 쉬웠구요 배송역시 빨라서 다음에 기변시에도 11번가 휴대폰샵을 이용하지 않을까 싶네요 
주변 skt사용자들에게 11번가 휴대폰샵 추천중입니다 
그리고 굉장히 저렴하게 샀어요","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19761067&trTypeCd=PW08&trCtgrNo=585021","Y"
"31","A2221","iphone11","5","11번가","qbx*****","2019-12-23",\n,"리퍼폰이라서 솔직히 성능이 의심스러웠지만 
정가의 반 가격에 외관상 문제없는 공기계가 흔치 않아서 주문했습니다. 
 
중고거래 중에 사기를 당한 적이 있어서 불안했으나 11번가에 정식등록 된 업체이기 때문에 믿고 구매했습니다. 
 
배송은 다음날 바로 출고 되었으며, 로젠택배지만 빠른 수령 했습니다. 사은품 중 무선충전기는 되었다 안되었다가 하는 불량이었지만 본품 외에는 큰 기대를 하지 않았기에 그냥 넘어갑니다. 다들 리퍼폰 사서 약정노예에서 벗어나시길 바랍니다! 추천합니다.","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19845697&trTypeCd=PW08&trCtgrNo=585021","Y"
"32","A2221","iphone11","4","11번가","sej***","2020-11-18",\n,"딸아이 선물로 아이폰 11 화이트를 구매하였습니다. 요즘 수급이 않좋은지 좀 기다려서 받았습니다. 중간에 지체될 것을 전화로 친절히 알려주셔서 수긍할 수 있었습니다. 상태는 S급으로 샀는데, 1~2개정도의 흠은 있을 거라고 하셔서 그런가 보다 했습니다. 받고 보니 1개 정도 긁힘 자국이 있는데 크게 보이지는 않았습니다. 그리고 케이스도 정품으로 주셨는데 품질이 좋은 것 같습니다. 딸아이도 만족하고 잘 쓰고 있습니다. 배터리는 90%라고 하네요! 깨끗한 제푸 잘 받았습니다.","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19761038&trTypeCd=PW08&trCtgrNo=585021","Y"
"33","A2221","iphone11","5","하이마트쇼핑몰","c*9*****","2020-03-10","어떤 카드 이벤트를. 하냐에 따라 ","어떤 카드 이벤트를. 하냐에 따라 다르긴 하지만 얼마 차이는. 안납니다. 그런데 애풀은 쿠폰 적용이 안되네요. ㅠㅠ 어쨌든 택배 기사님을 덕분에 편히 물품 받아봅니다 제품은. 11은 크기가 크네여 프로와 달리 유에스비 타입 충전기고요 기존에 쓰던 아이폰6가 너무 용양부족으로 버벅거려 구입했는데. 크기 차이로 적응 중이지만 큰만큼 눈에 들어오는 것도 시원합니다다만. 기존 폰이. 오래되서 그런지 마이그레션이 안 되네요수동으로 다시 어플 알곡 좀 힘듭니다먼 제품은. 좋아여","https://search.shopping.naver.com/catalog/20858274131?NaPm=ct%3Dkmobnp5k%7Cci%3D92831164a2714a472de6eb095bb5480564d536aa%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Df0ad128ca5f8d88208e576199f26667bb72c6c55","N"
"34","A2221","iphone11","5","11번가","thd*********","2020-01-16",\n,"아이폰 6s 2년 반 사용하다 배터리 때문에 xs로 바꿨어용~~~ 90만원이라 비싸긴 하지만 큼마음 먹고 질렀어용 ㅋㅋㅋ60일 보증기간이 있어 믿음도 같구요! 
리퍼폰이라 제품은 새거네요^^ 배터리 성능도 100% 이고요! 
아직 유심 끼워 사용은 안했지만 제품은 하자 없는거 같고 강화유리 붙쳐서 왔네요 
이어폰 꽂은 자리가 따로 있는줄 알았는데 충전하는 곳과 같아 살짝쿵 당황스^^; 
사은품 이어폰 보내주실거죠~~~?ㅋ 
아이폰xs 실버 후기였어요^^","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19845697&trTypeCd=PW08&trCtgrNo=585021","Y"
"35","A2221","iphone11","5","11번가","sun*****","2019-10-28",\n,"당일낭 못 받을까봐 걱정했는데! 우체국 택배로 받았어요 ㅎㅎ 11번가 덕분에 할인받아서 잘 샀어용~~ 
아이폰 프로는 역시나 실버가 최고! 다른 색도 개통 후 봤지만 탁월한 선택인거 같습니당 너무나 영롱해요! 아이폰 11 또는 다른색이랑 고민할 필요가 없어요!! 그리고 6s에서 넘어와서 인지 카메라도 너무 좋네요. 
 
사은품인 실리콘 케이스도 얼른왔으면 좋겠습니당!! 
다만 내년엔 배송 등에 대해 좀더 정확히 공지해서 혼돈이 없었으면 합니다.","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19761067&trTypeCd=PW08&trCtgrNo=585021","Y"
"36","A2221","iphone11","1","하이마트쇼핑몰","wo******","2019-11-15","상품은 굳인데 꼭 롯데택배 진짜 ","상품은 굳인데 꼭 롯데택배 진짜 최악입니다 112호인데 110호에 확인도 안하고 던져놓고 배달완료로 갑자기 바뀌어있더군요 두시간정도 있다가 완료뜬거보고 전화해보니 갖다놨다는 말만.. 배달완료되었으면 전화는 아니더라도 문자로라도 배달완료표시 떴으면 좋았을텐데 배달하시는분 전화번호도 안뜨고, 택배사에 직접전화해서 한참기다린뒤 통화한뒤에 겨우 택배기사분 번호 알아내고 겨우 어디다 놨는지 찾았네요 한두푼도 아니고 암튼 배송때문에 기분 팍 상해부럿으","https://search.shopping.naver.com/catalog/20858385976?NaPm=ct%3Dkmobnkiw%7Cci%3D87bcdbbd94eb27a3dc52aebf592c80839d71a2de%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Db2894d5b4f843b2b287356ff24b7aedb5ee0577e","N"
"37","A2221","iphone11",\n,"11번가","god***","2020-03-26",\n,"뽑기운 최악이예요ㅠㅠㅠ 
개통도 전에 카메라렌즈얼룩 발견하고 
서비스센터 두군데 방문했는데 기능상결함아니라고 닦아서 쓰라며 교환불가라네요 11번가 휴대폰샵측에선 하자확인서 없이는 교환안된다고하도 150만원짜리가 뭐 이따위인지 모르겠어요 
이 얼룩이 극세사나 융으로 닦으면 일시적으로 지워지는데 손으로닦거나 입김을 불면 같은 얼룩이 나타납니다 유막불량인데도 애플에서 인정해주지않아서 안된다니 이게무슨 멍멍이같은 경우인지 모르겠어요","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19761067&trTypeCd=PW08&trCtgrNo=585021","Y"
